id,earmark_id,raw_recipient,standardized_recipient
1876,15397,City of Boston,""
1877,15398,City of Bradenton,""
1878,15399,City of Brea,""
1879,15400,City of Brewton,""
1880,15402,"City of Bridgeport, WV Police Department",""
1881,15404,City of Brockton,""
1882,15410,City of Buffalo,""
1883,15412,City of Burien,""
1884,15414,City of Calera,""
1885,15415,City of Camden,""
1886,15416,"City of Cameron, WV Police Department",""
1887,15419,City of Casper,""
1888,15420,"City of Cathedral City, California",""
1889,15421,City of Cerritos,""
1890,15422,City of Charles Town WV Police Department,""
1891,15426,City of Charlotte,""
1892,15427,City of Charlotte,""
1893,15430,City of Chattanooga,""
1894,15431,City of Chesapeake,""
1895,15434,"City of Chester, WV Police Department",""
1896,15440,City of Cincinnati,""
1897,15443,City of Claremont,""
1898,15449,City of Conyers Georgia,""
1899,15453,City of Corona Police Department,""
1900,15454,City of Corona Police Department,""
1901,15457,City of Covina Police Department,""
1902,15458,City of Covina Police Department,""
1903,15468,City of Dauphin Island,""
1904,15470,City of Denton,""
1905,15473,City of Detroit,""
1906,15477,"City of Detroit, MI",""
1907,15478,"City of Detroit, MI",""
1908,15484,City of Doral,""
1909,15485,City of Dothan,""
1910,15486,"City of Downey, California",""
1911,15491,City of East Palo Alto,""
1912,15493,City of East Point,""
1913,15500,City of Emporia Police Department,""
1914,15504,City of Evanston,""
1915,15512,"City of Fayetteville and Cumberland County, NC",""
1916,15513,City of Fayetteville,""
1917,15515,"City of Fernley, Nevada",""
1918,15518,"City of Flemingsburg Police Department, KY",""
1919,15519,City of Flint,""
1920,15520,City of Flora,""
1921,15522,City of Folsom,""
1922,15523,"City of Fond du Lac, Fond du Lac Police Department",""
1923,15525,City of Fort Lauderdale,""
1924,15533,City of Fullerton,""
1925,15535,City of Gadsden,""
1926,15537,"City of Gaithersburg, MD",""
1927,15538,"City of Gallipolis, Ohio",""
1928,15540,City of Garden City Police Department,""
1929,15541,City of Garden Grove,""
1930,15543,City of Gardena,""
1931,15544,City of Gilbert Police Department,""
1932,15545,City of Gillette,""
1933,15546,City of Glen Cove,""
1934,15549,City of Glen Dale. WV Police Department,""
1935,15550,"City of Glendale, California",""
1936,15551,"City of Glenville, WV",""
1937,15555,City of Grafton. WV Police Department,""
1938,15560,City of Green Bay,""
1939,15561,"City of Green Bay, WI",""
1940,15562,"City of Green Bay, WI",""
1941,15563,City of Greenbelt,""
1942,15564,City of Greenbelt,""
1943,15566,City of Greensburg Police Department,""
1944,15568,City of Greenville Police Department,""
1945,15569,"City of Greenville, North Carolina",""
1946,15571,City of Gulf Shores,""
1947,15577,City of Hampton Police Division,""
1948,15580,City of Hartford,""
1949,15581,City of Hartselle Police Department,""
1950,15590,City of Herrin. IL,""
1951,15591,City of Hialeah,""
1953,15607,City of Hyattsville,""
1954,15608,City of Imperial Police Department,""
1955,15610,City of Indianapolis,""
1956,15611,City of Indianapolis,""
1957,15613,City of Inglewood Police Department,""
1958,15616,City of Iowa City,""
1959,15618,City of Jackson,""
1960,15619,City of Jackson,""
1961,15623,"City of Jackson, Tennessee",""
1962,15629,City of Jeffersonville—Mayor,""
1963,15631,City of Junction City Police Department,""
1964,15632,City of Kalispell,""
1965,15636,City of Kenosha Police Department,""
1966,15638,City of Kingwood. WV Police Department,""
1967,15643,"City of Lake Elsinore, CA",""
1968,15645,"City of Lansing, MI",""
1969,15647,City of Las Vegas,""
1970,15649,City of Laurel,""
1971,15654,City of Lebanon,""
1972,15655,City of Leeds,""
1973,15660,City of Lincoln Police Department,""
1974,15662,"City of Lincoln, Nebraska",""
1975,15664,"City of Little Rock, Arkansas",""
1976,15665,City of Lompoc,""
1981,15680,City of Luverne,""
1982,15683,City of Maitland,""
1983,15686,City of Manassas Park,""
1984,15689,"City of Mannington, WV Police Department",""
1985,15693,City of Marshalh/ille,""
1986,15698,City of McKinney,""
1987,15699,"City of McMechen, WV Police Department",""
1988,15700,City of Medford,""
1989,15705,"City of Mesa, Arizona",""
1990,15707,"City of Miami Beach, FL",""
1992,15714,City of Milwaukee Police Department,""
1994,15722,City of Missoula,""
1995,15723,City of Mobile,""
1996,15724,"City of Mobile, AL",""
1997,15727,"City of Monroe, NC",""
1998,15728,City of Monterey Park Police Department,""
1999,15730,City of Montgomery and Montgomery County,""
2000,15733,"City of Moultrie, GA",""
2001,15743,"City of New Braunfels, TX",""
2002,15744,City of New Haven,""
2003,15745,City of New Haven,""
2004,15746,"City of New Martinsville, WV Police Department",""
2005,15749,City of Newark Police Department,""
2006,15750,"City of Newark, New Jersey",""
2007,15751,City of Newark,""
2008,15756,City of Newburgh,""
2009,15757,"City of Newport News, VA",""
2010,15759,City of Norfolk Police Department,""
2011,15760,City of Norman,""
2012,15763,City of North Las Vegas Police Department,""
2013,15769,"City of Norwalk, CA",""
2017,15778,"City of Oceanside, CA",""
2019,15781,City of Opa lock,""
2020,15784,City of Orange Beach,""
2025,15801,"City of Pine Bluff, AR",""
2026,15802,"City of Pismo Beach, CA",""
2027,15803,City of Pittsburgh,""
2028,15804,City of Plant City,""
2029,15807,City of Port Aransas,""
2030,15809,City of Port Jervis Police Department,""
2032,15814,City of Prattville,""
2033,15818,City of Radford,""
2034,15822,City of Redlands. CA,""
2035,15823,City of Refuge Economic Development Corporation,""
2036,15827,City of Rialto Police Department,""
2037,15828,City of Richmond,""
2038,15829,"City of Richmond, CA Police Department",""
2039,15835,City of Riverside,""
2040,15836,City of Riviera Beach,""
2041,15837,City of Rochester,""
2042,15840,City of Rockville. MD,""
2043,15843,"City of Roseville, CA",""
2044,15846,City of Saginaw Police Department,""
2045,15847,City of Saint Marys. VW Police Department,""
2046,15848,City of Salem Police Department,""
2047,15853,City of San Bernardino,""
2048,15854,"City of San Bernardino, CA",""
2049,15861,City of San Fernando,""
2050,15863,City of San Jose,""
2051,15864,City of San Jose,""
2052,15872,City of Santa Rosa,""
2054,15875,City of Sherwood,""
2055,15876,City of Signal Hill,""
2056,15879,City of South El Monte,""
2057,15880,City of South Jordan,""
2058,15882,City of South Salt lake,""
2059,15884,"City of Sparta, GA",""
2060,15887,City of Spokane,""
2061,15891,"City of Springfield, Missouri",""
2062,15893,City of St. Paul,""
2063,15898,City of Stockton,""
2064,15899,City of Stockton,""
2065,15900,City of .Suffolk,""
2066,15902,"City of Sunrise, Florida",""
2067,15909,City of Tempe. AZ,""
2068,15915,City of Trenton Police Department,""
2016,15777,"City of Oakland, California","City of Oakland, CA"
2014,15774,City of Oakland,"City of Oakland, CA"
2015,15775,City of Oakland,"City of Oakland, CA"
1977,15670,City of Los Angeles,"City of Los Angeles, CA"
1993,15719,City of Minneapolis,"City of Minneapolis, MN"
1991,15710,City of Miami,"City of Miami, FL"
2031,15810,City of Portland,"City of Portland, OR"
2053,15874,City of Seattle,"City of Seattle, WA"
1952,15601,City of Houston,"City of Houston, TX"
1978,15671,City Of Los Angeles,"City of Los Angeles, CA"
2018,15780,City of Omaha,"City of Omaha, NE"
2069,15916,"City of Trenton, New Jersey",""
2070,15919,City of Tucson,""
2071,15920,City of Tucson,""
2072,15929,City of Vancouver,""
2073,15931,City of Victorville,""
2074,15932,City of Virginia Beach Police Department,""
2075,15942,City of West Haven,""
2076,15943,"City of Westminster, CA",""
2077,15944,City of White Settlement,""
2078,15945,City of Wilkes-Barre Pennsylvania,""
2079,15946,City of Wilkes-Barre Pennsylvania,""
2080,15949,City of Williamsport,""
2081,15953,"City of Wilson, North Carolina",""
2082,15954,"City of Wilton Manors, Florida",""
2083,15956,City of Winston-Salem,""
2084,15961,"City of Yakima, WA .",""
2085,15962,City of York,""
2086,15963,City of York,""
2087,15964,City of Youngstown,""
2088,15965,City or Jacksonville,""
2089,15966,City Parks Foundation,""
2090,15974,Clackamas County,""
2091,15975,Claflin University,""
2092,15979,Clarence and Maxine Owens Foundation/ Outreach Services of Southwest Georgia,""
2093,15984,Clarion County,""
2094,15989,Clark County Office of Emergency Communications,""
2095,15993,Clark County Sheriff,""
2096,15994,Clark County Sheriffs Department,""
2097,15995,"Clark County, Nevada—Office of the County Manager",""
2098,16011,Clearfield City,""
2099,16023,Clermont County Sheriff,""
2100,16054,Coahoma County Sheriff Department,""
2101,16066,Coastal Steward,""
2102,16071,"Cobb County, Georgia",""
2103,16072,COBRA,""
2104,16111,Colleton County Sheriff's Department,""
2105,16112,"Collier County, FL",""
2106,16115,Colorado Association of Chiefs of Police,""
2107,16128,Colquitt County Sheriff's Office,""
2108,16150,Columbiana County Sheriff Department,""
2109,16212,"Community Action of the Franklin, Hampshire, and North Quabbin Regions",""
2110,16213,"Community Build, Inc",""
2111,16223,"Community Foundation of Wyandotte County, Inc",""
2112,16244,Community Mediation Center of Stark County,""
2113,16249,Community Renewal International,""
2114,16307,"Connecticut Center for Advanced Technology, Inc",""
2115,16309,Connecticut Department of Public Safety,""
2117,16388,Coos County Sheriffs Office,""
2118,16402,CORE Philly,""
2121,16426,Cotton Plant Police Department,""
2122,16440,County College of Morris,""
2123,16442,County of Anderson,""
2124,16446,County of Fresno,""
2125,16452,County of Kings,""
2126,16454,County of Lycoming Commissioners,""
2127,16456,County of Mendocino. CA,""
2128,16458,County of Monterey,""
2129,16460,"County of Northampton, VA Sheriffs Office",""
2130,16461,County of Ogemaw,""
2131,16465,"County of San Diego, Sheriff",""
2132,16473,"County of Sonoma, CA",""
2133,16477,Court Appointed Special Advocates (CASA) of Los Angeles,""
2134,16478,Court Appointed Special Advocates (CASA) of Los Angeles County,""
2135,16480,Covenant House California,""
2136,16495,Cranberry Township,""
2137,16500,Creative Visions Human Development Center,""
2138,16506,Criminal Information Sharing Alliance .,""
2139,16507,"Criminal Justice Institute, University of Arkansas System",""
2140,16508,"Criminal Justice Institute, University of Arkansas . System",""
2141,16509,"Criminal Justice Institute, University of Arkansas System",""
2142,16510,Crisis Center of Northern New Mexico,""
2143,16539,Crystal Judson Family Justice Center,""
2144,16548,Cullman County Commission.,""
2145,16557,Cumberland Police Dept,""
2146,16607,Dallas County Sheriff's Department,""
2147,16620,"DARE New Jersey, Inc",""
2148,16621,Darkness to Light,""
2149,16628,Dauphin County,""
2150,16629,Dauphin Island Sea Lab,""
2151,16632,Daviess County Sheriff,""
2152,16633,Daviess County Sheriff,""
2153,16665,Defiance College,""
2154,16683,Delaware River Basin Commission,""
2155,16692,Delaware State University,""
2156,16701,Delta County,""
2157,16733,"Department of Environmental Management, County of Maui",""
2158,16744,Des Moines Area Community College,""
2159,16749,Des Moines County Sheriff,""
2160,16845,Discovery Center Museum,""
2161,16877,"Dominico American Society of Queens, Inc",""
2162,16879,Dona Ana County,""
2163,16881,Dooly County,""
2164,16885,Douglas County Sheriff,""
2165,16887,Dover Police Department,""
2166,16890,Downriver Community Conference,""
2167,16891,Downriver Community Conference,""
2169,16945,DuPage County Area Project (DuCAP),""
2170,16946,DuPage County Sheriffs Department,""
2171,16966,East Baton Rouge Parish,""
2172,16968,East Bay Community Law Center,""
2173,16969,East Bay Regional Communications System Authority,""
2174,16981,East Maine School District 63 Education Foundation,""
2175,16984,East Orange Police Athletic League,""
2176,16985,East Peoria Police Department,""
2177,17005,"Eastern Kentucky PRIDE, Inc",""
2178,17010,Eastern Michigan University,""
2179,17011,Eastern Michigan University,""
2180,17016,Eastern Shore of Maryland Educational Consortium,""
2181,17017,Eastern Shore of Virginia Broadband Authority,""
2182,17030,ECOM Dispatch Center,""
2183,17052,Educational Advancement Alliance (EAA),""
2184,17077,El Centre Del Pueblo,""
2119,16409,Cornell University,Cornell University
2116,16372,Cook County,"Cook County, IL"
2185,17081,El Museo del Barrio,""
2186,17082,El Paso Police Department,""
2187,17088,"ElderServe, Inc",""
2188,17108,Elgin Police Department,""
2189,17206,Engineering and Experiment Station,""
2190,17226,Enough is Enough,""
2191,17253,Erie County Department of Public Safety,""
2192,17258,Erie Police Department,""
2193,17268,Essex County District Attorney,""
2194,17269,Essex County Office of Emergency Management,""
2195,17270,Essex County Prosecutor's Office,""
2196,17271,Essex County. NV,""
2197,17276,Estill County Sheriff,""
2198,17300,Exeter Police Department,""
2199,17374,Farleigh Dickinson University,""
2200,17395,Family Reentry. Inc,""
2202,17414,"Father's Day Rally Committee, Inc",""
2203,17474,First Step,""
2204,17483,Five Acres—The Boys and Girls Aid Society,""
2205,17498,Flight Research Training Center,""
2206,17501,Florence County Sheriff,""
2207,17510,Florida Fish and Wildlife Commission,""
2208,17511,Florida Fish and Wildlife Conservation Commission,""
2209,17512,Florida Gulf Coast University,""
2212,17528,Flushing/Bayside YMCA,""
2213,17567,Fort Belknap Indian Community,""
2214,17568,Fort Bend County Court Team for Maltreated Infants and Toddlers,""
2215,17596,Fox Valley Child Advocacy Center,""
2216,17617,Franklin County District Attorney,""
2217,17618,Franklin County Emergency Services Alliance,""
2218,17620,Franklin County Sheriffs Department,""
2219,17628,Frederick County Sheriff,""
2220,17633,"Freedom Rain, Inc",""
2221,17643,Fresno County,""
2222,17646,Friends of CASA of Los Angeles County,""
2223,17676,Fulton-Montgomery Community College,""
2224,17689,Gadsden County Schools,""
2225,17699,Gallatin County Commission,""
2226,17709,Garland County Sheriffs Department,""
2227,17714,Gary YWCA,""
2229,17732,Genesee County,""
2230,17741,George C. Wallace State Community College— Hanceville,""
2233,17765,Germantown Settlement,""
2237,17806,"Global Undersea Research Unit, University of Alaska Fairbanks",""
2238,17809,Gnadenhutten Police Department,""
2239,17818,Good Beginnings Alliance,""
2240,17824,Goodhue County Sheriff's Office,""
2241,17825,Goodwater Police Department,""
2242,17831,Gospel Rescue Ministries of Washington. DC,""
2243,17833,Government of the Virgin Islands/Police Department,""
2244,17837,Graduation Kitchen Table Workshop/ Crawford County Family Connection,""
2245,17841,Grambling State University,""
2246,17853,Grand Rapids Police Department,""
2247,17855,Grand Street Campus Arts Department,""
2248,17863,Granite School District,""
2249,17866,"Grant Sawyer Center, University of Nevada at Reno",""
2250,17887,Great Bay Resource Protection Partnership,""
2251,17893,Great Falls Police Department,""
2252,17908,Great Lakes Science Center,""
2253,17925,Greater Kansas City Community Foundation and LISC,""
2254,17931,Greater Philadelphia Urban Affairs Coalition,""
2256,17938,Greater Trenton Area YMCA,""
2257,17965,"Greene County, Missouri",""
2258,17966,"Greene County, NY",""
2259,17994,"Guadalupe, Zapata, LaSalle. Hidalgo County Sheriff Departments",""
2260,17998,Guam Police Department,""
2261,18000,Guardian Angel Community Services,""
2262,18002,Guernsey County Sheriff,""
2263,18006,Gulf Coast Exploreum Science Center,""
2264,18011,Gulf of Alaska Coastal Communities Coalition,""
2265,18012,Gulf of Maine Lobster Foundation,""
2266,18013,Gulf of Maine Research Institute,""
2267,18027,Habitat for Humanity of Greater Newburgh,""
2268,18048,Hampden County Sheriffs Department,""
2269,18049,Hampshire County Sheriff,""
2270,18055,"Hancock County, WV",""
2271,18067,Harford County,""
2272,18071,Harlem RBI. Inc,""
2273,18076,"Harris County Constable Department, Precinct Seven",""
2274,18077,Harris County Constable Precinct 7,""
2275,18078,Harris County Constable Precinct 7,""
2276,18095,Havenwoods Economic Development Corporation,""
2277,18096,Haverhill Police Department,""
2278,18100,"Hawaii Coral Reef Initiative, University of Hawaii",""
2279,18102,Hawaii Criminal Justice Data Center,""
2280,18104,"Hawaii Institute of Marine Biology, University of Hawaii",""
2281,18118,Haymarket Center,""
2282,18119,Haywood County Communications,""
2283,18148,Heartland Family Service,""
2284,18149,Heartland Family Service,""
2285,18155,Heidelberg Police Department,""
2286,18166,Hempstead Boys and Girls Club. Inc,""
2287,18167,Henderson County Fiscal Court,""
2288,18168,Henderson County Sheriff,""
2289,18169,Henderson Nevada Police Department,""
2290,18171,Hennepin County,""
2291,18173,Hennepin County,""
2292,18174,Henry C. Lee Institute of Forensic Science,""
2293,18175,Henry County,""
2294,18198,Hidalgo County Justice of the Peace Pet 4,""
2295,18243,Highland Park Community Development Corporation,""
2296,18271,Hillsborough Community College,""
2211,17523,Florida State University,Florida State University
2228,17730,"Generations, Inc",Generations Healthcare
2255,17935,Greater Syracuse Chamber of Commerce,GREATER SYRACUSE CHAMBER OF COMMERCE
2234,17776,Girl Scouts of the USA,Girl Scouts of the USA
2201,17402,Family Violence Prevention Fund,Family Violence Prevention Fund
2235,17778,Girl Scouts USA,Girl Scouts of the USA
2236,17779,Girls Inc,Girls Inc of La
2297,18275,Hillsborough County,""
2298,18278,Hillside Family Agencies,""
2299,18281,Hispanic Brotherhood of Rockville Centre,""
2300,18313,Holmes County E911,""
2301,18314,Holmes County Sheriff Department,""
2302,18331,Homestretch,""
2303,18337,Honolulu Police Department,""
2304,18339,Hood County Sheriffs Department,""
2305,18344,Hope Through Housing Foundation,""
2306,18351,Horizon City Police Department,""
2307,18369,Hot Springs Police Department,""
2308,18383,Houston Police Department,""
2309,18384,Houston Police Department,""
2310,18394,Hubbs SeaWorld Research Institute,""
2311,18395,Hubbs Seaworld Research Institute,""
2312,18399,Hudson Guild Teen Services,""
2313,18416,Human Development Commission,""
2314,18433,Hunterdon County Sheriff's Office,""
2315,18441,Huron County Michigan Sheriff,""
2316,18544,Idaho Meth Project,""
2317,18548,Idaho State Police,""
2318,18549,Idaho State University,""
2319,18554,Ifetayo Cultural Arts Outreach for At-Risk Youth,""
2320,18567,Illinois Sheriff's Association,""
2321,18568,Illinois State Geological Survey,""
2322,18578,Imiloa Astronomy Center of Hawaii,""
2323,18643,Indiana Teen Challenge,""
2324,18646,Indiana University of Pennsylvania,""
2325,18648,Indianapolis Metropolitan Police Department,""
2326,18681,Ingham County Law Enforcement Technology Upgrades,""
2327,18691,Inner Harbour for Children and Families,""
2328,18759,Institute for Advanced Learning and Research,""
2329,18767,Institute for Marine Mammal Studies,""
2330,18864,"International Pacific Research Center, University of Hawaii",""
2331,18896,Iowa Central Community College,""
2332,18902,Iowa Department of Public Health,""
2333,18906,Iowa Governor's Office of Drug Control Policy (ODCP),""
2334,18907,Iowa Governor's Office of Drug Control Policy,""
2335,18908,Iowa Governor's Office,""
2336,18910,Iowa Legal Aid,""
2337,18912,Iowa Office of Drug Control Policy,""
2338,18913,Iowa Office of Drug Control Policy,""
2339,18914,Iowa Office of Drug Control Policy,""
2343,18930,"i-SAFE, Inc",""
2344,18932,Island County Sheriff,""
2345,18940,Itasca County,""
2346,18956,Jackson County Sheriff,""
2347,18960,Jackson Medical Mall,""
2348,18961,Jackson Parish Sheriff,""
2349,18962,Jackson Police Department,""
2350,18963,Jackson State University,""
2351,18965,Jackson State University,""
2352,18970,Jacksonville Sheriff,""
2353,18973,Jacksonville/Morgan County Underwater Search & Rescue Dive Team,""
2354,18979,The James J. Howard Marine Sciences Laboratory,""
2355,18983,Jamestown Education Foundation ',""
2356,18988,Jasper County Illinois Sheriff,""
2357,18989,Jasper County Sheriffs Office,""
2358,18990,Jasper County Unit 1 School District. Illinois,""
2359,18997,"Jefferson City, MO, Police Department",""
2360,18998,Jefferson County Commission,""
2361,19000,Jefferson County Sheriff,""
2362,19002,"Jefferson County, Colorado",""
2363,19007,Jefferson State Community College,""
2364,19016,Jessamine County Schools,""
2365,19017,Jessamine County Sheriff,""
2366,19047,"Jobs For Delaware Graduates, Inc",""
2367,19051,John A. Logan College,""
2368,19057,John H. Boner Community Center,""
2369,19059,John Jay College,""
2370,19066,Johnson County Government,""
2371,19067,Johnson County Sheriff,""
2372,19068,Johnson County Sheriffs Department,""
2373,19069,Johnson County,""
2374,19089,"Joint Institute for Marine and Atmospheric Research, University of Hawaii",""
2375,19130,Justice Assistance RI,""
2376,19131,"Justiceworks, Ltd",""
2377,19132,Juvenile Justice Program for University of Alabama,""
2378,19148,Kanawha County Commission,""
2379,19154,Kansas Adjutant General's Office,""
2380,19167,Karnes County Juvenile Probation Office,""
2381,19176,"Kaysville City, Utah",""
2382,19183,Kenai Peninsula Borough,""
2383,19188,Kenneth B Walker Residential Home,""
2384,19199,Keokuk Police Department,""
2385,19209,Kidsbridge,""
2387,19216,King County Coaltion Against Domestic Violence,""
2388,19219,"King County Sheriff Seattle, WA",""
2389,19220,King County Sheriffs Office,""
2390,19221,King County Sheriffs Office,""
2391,19224,Kings County District Attorney's Office,""
2392,19238,Klingberg Family Centers,""
2393,19273,Lackawanna Police Department,""
2394,19280,Lafayette Police Department,""
2397,19336,Lakes Region Planning Commission,""
2398,19338,Lakeview Museum of Arts and Sciences,""
2399,19358,Lapeer County Sheriff,""
2400,19383,lass Vegas Metropolitan Police Department,""
2401,19384,Las Vegas Metropolitan Police Dept,""
2402,19398,Latin America Youth Center,""
2403,19401,"Latino Pastoral Action Center, Inc",""
2404,19403,Lauderdale County. AL Sheriff's Office,""
2405,19405,Laurens County Sheriff's Office,""
2406,19406,Laurens County Sheriff's Office,""
2407,19408,Law enforcement agencies in Westchester and Rockland Counties,""
2408,19410,Lawrence County Sheriff,""
2409,19431,Lehigh University,""
2410,19441,Lenoir Police Department,""
2411,19444,Leon County/City of Tallahassee,""
2386,19210,Kidspeace,KidsPeace
2396,19298,"lake County, FL",LAKE COUNTY PRESS
2412,19450,Levy County Sheriff,""
2413,19498,Limestone County Sheriffs Department,""
2414,19499,Limestone County Sheriffs Department,""
2415,19517,Linking Learning to Life At-Risk Youth Training Program,""
2416,19521,LISC,""
2417,19558,Local Initiatives and Support Corporation-Community Safety Initiative,""
2418,19569,Logan County Sheriff,""
2419,19574,Loma Linda University Medical Center,""
2420,19600,Lorain County Urban League,""
2421,19602,Lorain Police Department,""
2422,19603,Lorain Police Department,""
2423,19615,Los Angeles County Sheriff,""
2424,19616,Los Angeles County Sheriff's Department,""
2425,19617,Us Angeles County Sheriffs Department,""
2426,19618,Los Angeles County Sheriff-Temple City,""
2427,19633,Louisiana District Attorney's Association,""
2429,19636,Louisiana State University A&M,""
2430,19642,Louisville Metropolitan Police Department,""
2431,19662,Lowell Police Department,""
2432,19667,Lower Brule Sioux Tribe,""
2433,19678,Lower Eastside Girls Club of New York,""
2434,19696,Lower Salford Township Police Department,""
2435,19711,"Lucas County, OH",""
2436,19712,"Lucas County, OH",""
2437,19718,Luna County Sheriff's Department,""
2438,19724,Luzerne County Community College,""
2439,19727,"Lycoming County Law Enforcement Association, Muncy Borough Police Department",""
2440,19728,"Lyle for Kids, Inc",""
2441,19736,M.L Wilson Boys & Girls Club of Harlem/Boys & Girls Club of Harlem,""
2442,19754,Macomb County,""
2443,19761,Madison County Commission,""
2444,19762,Madison County Drug Court,""
2445,19773,Mahoning County Sheriff Department,""
2446,19781,Maine Department of Marine Resources,""
2447,19782,Maine Department of Marine Resources,""
2448,19783,Maine Department of Marine Resources,""
2449,19784,Maine Drug Enforcement Agency,""
2450,19787,Maine Warden Service,""
2451,19800,Manatee Community College,""
2452,19811,Manned Space Flight Education Foundation,""
2453,19836,Marian Middle School,""
2454,19837,Maricopa County Board of Supervisors,""
2455,19847,Marine Environmental Research Institute,""
2456,19855,Marion County Sheriffs Department,""
2457,19856,"Marion County, Illinois Sheriff",""
2458,19876,Marshall County Sheriff's Department,""
2459,19881,Marshall Space Flight Center,""
2460,19882,Marshall Space Flight Center,""
2461,19883,Marshall Space Flight Center,""
2462,19884,Marshall Space Flight Center,""
2463,19885,Marshall Space Flight Center,""
2464,19886,Marshall Space Flight Center,""
2465,19887,Marshall Space Flight Center,""
2466,19888,Marshall Space Flight Center,""
2467,19889,Marshall Space Flight Center,""
2468,19890,Marshall University,""
2469,19895,Marshall University,""
2470,19902,Martin Luther King Jr. Freedom. Center,""
2471,19910,Mary Lee's House,""
2472,19912,Mary Mitchell Family and Youth Center,""
2473,19918,Maryland State Police,""
2474,19922,Mason and Oceana Counties,""
2475,19937,Massachusetts Marine Fisheries Institute,""
2476,19967,Maynard Police .Department,""
2477,19981,McHenry County,""
2478,19983,McKinley County,""
2479,19991,McVfane Science Center,""
2480,20018,Medina County Sheriffs Office,""
2481,20024,Megan Kanka Foundation,""
2483,20041,Menifee County Sheriffs Department,""
2484,20043,Mentoring and Partnership for Youth Development,""
2485,20047,Mercer County,""
2486,20065,Meridian Regional Counterdrug Training Academy,""
2487,20069,MERS/MO Goodwill in partnership with the Juvenile Division of the 22nd Judicial Court of the State of Missouri,""
2488,20078,Methodist University,""
2489,20090,Metropolitan Bureau of Investigation,""
2490,20093,Metropolitan Crime Commission,""
2492,20159,Michigan Research Institute,""
2493,20188,Middle Rio Grande Development Council,""
2494,20198,Middlesex Sheriff's Office,""
2495,20199,Middlesex Sheriffs Office,""
2496,20262,Milton Police Department,""
2497,20271,Milwaukee Police Department,""
2498,20272,Milwaukee Public Schools,""
2499,20281,Mineral Area Drug Task Force,""
2500,20303,Minnesota Teen Challenge,""
2501,20306,Minot State University,""
2502,20312,Mishawaka Police Department,""
2503,20323,Mississippi—North Central Narcotics Taskforce,""
2504,20326,Mississippi Bureau of Narcotics,""
2505,20327,Mississippi Center for Conservation and Biodiversity,""
2512,20360,Mississippi University for Women,""
2513,20365,Missoula County,""
2514,20395,MIK Multi-Purpose Center,""
2515,20403,Mobile County Commission,""
2516,20404,Mobile County Commission,""
2517,20459,Monroe County Department of Public Safety,""
2518,20460,Monroe County Department of Public Safety,""
2519,20470,Montana Meth Project,""
2520,20474,Montana Sheriffs and Peace Officers Association,""
2522,20476,Montana State University-Billings,""
2523,20482,Montebello Police Department. CA,""
2506,20348,Mississippi State University,Mississippi State University
2482,20029,Memorial Hermann Healthcare System,Memorial Hermann Healthcare System
2491,20119,Miami-Dade County,"Miami-Dade County, FL"
2428,19635,Louisiana Sheriffs Association,LOUISIANA SHERIFFS ASSOCIATION
2525,20491,Montgomery County Commission,""
2526,20494,"Montgomery County Police Department, MD",""
2527,20496,Montgomery County Sheriff,""
2528,20497,Montgomery County Sheriff,""
2529,20499,"Montgomery County, MD",""
2530,20504,Montrose Chief of Police,""
2531,20507,Moorhead Public Service,""
2532,20515,Morgan County Commission,""
2533,20517,Morgan County System of Services,""
2534,20518,Morgan State University Estuarine Research Center,""
2535,20523,Morris College,""
2536,20525,Morris County Office of Emergency Management,""
2537,20535,Mote Marine Laboratory,""
2538,20565,MTSU,""
2539,20566,MT5U,""
2540,20573,Muhlenberg Township Police Department,""
2541,20610,Multnomah County,""
2542,20612,Municipality of Lares,""
2543,20614,Municipality of Moca,""
2544,20616,Municipality of Rincon,""
2545,20617,Municipality of Toa Baja,""
2546,20619,Municipality of Yauco,""
2547,20626,Murrysville Police Department,""
2548,20629,Muscogee County Marshal,""
2549,20679,Nashua Police Athletic League Youth Safe Haven,""
2550,20683,Nassau County Coalition Against Domestic Violence,""
2551,20686,Nassau County Police Department,""
2552,20717,National Center for State Courts,""
2553,20718,National Center for State Courts,""
2554,20719,National Center for Victims of Crime (NCVC),""
2555,20721,National Child Protection Training Center at Winona State University,""
2556,20722,National Children's Advocacy Center,""
2557,20729,National Council of Juvenile and Family Court Judges,""
2558,20730,National Council of Juvenile and Family Court Judges,""
2561,20746,National Federation of the Blind,""
2562,20749,National Forensic Science Technology Center,""
2563,20760,National Jewish Medical and Research Center,""
2564,20761,National Judicial College,""
2565,20768,National Marine Fisheries Service,""
2566,20771,National Oceanic and Atmospheric Administration,""
2567,20772,National Oceanic and Atmospheric Administration,""
2568,20773,National Oceanic and Atmospheric Administration,""
2569,20774,National Oceanic and Atmospheric Administration,""
2570,20775,National Oceanic and Atmospheric Administration,""
2571,20776,National Oceanic and Atmospheric Administration,""
2572,20777,National Oceanic and Atmospheric Administration,""
2573,20778,National Oceanic and Atmospheric Administration,""
2574,20779,National Oceanic and Atmospheric Administration,""
2575,20784,National Police Athletic League,""
2576,20791,National Sheriff's Association,""
2577,20795,National Textile Center and the Textile/Clothing Technology Corporation |TC]2,""
2578,20797,National Textile Centers program,""
2579,20803,National Weather Service,""
2580,20804,National Weather Service,""
2581,20809,National Youth Science Foundation,""
2583,20822,Nurture Nature Foundation,""
